bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
,Die Sternenfahrer von Catan - Ergänzungs-Set für 5+6 Spieler,,Board,Klaus Teuber,Franz Vohwinkel,Kosmos,3,6,,,,,12,,,,,,,,,,,,,,,,,,,,,10479,,,
,Die Siedler von Catan – Das Buch zum Spielen,,Book,Klaus Teuber,Michaela Schelk,Kosmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,10480,,,
,Kiezkönig,,Board,Arne Schepke,,Heidelberger Spieleverlag,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,10481,,,
869,Bongo,,Board,Bruno Faidutti,,Heidelberger Spieleverlag,2,5,,,,,8,,,,,,,,,,,,,,,,,,,,,10482,,,
12167,Das Isses,,Board,Frank Stark,,Heidelberger Spieleverlag,2,8,,,,,10,,,,,,,,,,,,,,,,,,,,,10483,,,
,Nichts als Ärger II + Tschach II,2001,Board,Bruno Faidutti,,Heidelberger Spieleverlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,10484,,,
,Blitz und Donner,,Board,Richard Borg,Franz Vohwinkel,Kosmos,2,2,,,,,12,,,,,,,,,,,,,,,,,,,,,10485,,,
,Das Riff,,Board,"Wolfgang Lehmann,Christine Lehmann",,Kosmos,2,2,,,,,10,,,,,,,,,,,,,,,,,,,,,10486,,,
,La Città,,Board,Gerd Fenchel,,Kosmos,2,5,,,,,12,,,,,,,,,,,,,,,,,,,,,10487,,,
,Planet der Wunder,,Board,Jean-Thierry Winstel,,Kosmos,3,6,,,,,10,,,,,,,,,,,,,,,,,,,,,10488,,,
,Der weiße Lotus,,Board,Martin Wallace,,TM-Spiele GmbH,3,6,,,,,12,,,,,,,,,,,,,,,,,,,,,10489,,,
,Die Weinhändler,,Board,Dominique Ehrhard,,Piatnik,2,6,,,,,10,,,,,,,,,,,,,,,,,,,,,10490,,,
,Malawi,,Board,Gerhard Kodys,,Piatnik,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10491,,,
,Art History Memo Game,,Board,Kantona Júlia,,Piatnik,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,10492,,,
,Through the Desert,,Board,Reiner Knizia,,Fantasy Flight,2,5,,,,,10,,,,,,,,,,,,,,,,,,,,,10493,,,
,Res Publica,,Board,Reiner Knizia,,Avalanche Press,3,5,,,,,10,,,,,,,,,,,,,,,,,,,,,10494,,,
,Jahrtausendquiz,,Board,Stefan Dietrich,,Piatnik,2,4,,,,,12,,,,,,,,,,,,,,,,,,,,,10495,,,
,Was wäre wenn ...,,Board,"S. Lawson,A.B.J. Lawson",,Piatnik,3,8,,,,,10,,,,,,,,,,,,,,,,,,,,,10496,,,
,Eiffelturm,,Board,Thomas J. McMahon,,Piatnik,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,10497,,,
1385,Aber Hallo!,,Board,Thorsten Gimmler,,Piatnik,3,4,,,,,10,,,,,,,,,,,,,,,,,,,,,10498,,,
,Das Kasperlspiel,,Board,,,Piatnik,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,10499,,,
,Hoch hinauf!,,Board,,,Piatnik,2,4,,,,,4,,,,,,,,,,,,,,,,,,,,,10500,,,
,Vario,,Board,Erika Bruhns,,Piatnik,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,10501,,,
,Who is Who,,Board,"Ulrike Catty,Maria Führer",,Piatnik,3,8,,,,,12,,,,,,,,,,,,,,,,,,,,,10502,,,
,Activity Classic,,Board,"Ulrike Catty,Maria Führer",,Piatnik,3,16,,,,,12,,,,,,,,,,,,,,,,,,,,,10503,,,
,Eschnapur,,Board,Reinhard Staupe,Franz Vohwinkel,Schmidt,3,5,,,,,9,,,,,,,,,,,,,,,,,,,,,10504,,,
,Zèrtz,,Board,Kris Burm,,Schmidt,2,2,,,,,9,,,,,,,,,,,,,,,,,,,,,10505,,,
,Mensch ärgere Dich nicht - Das 3-Dreh Spiel,,Board,Seven Towns,,Schmidt,3,6,,,,,8,,,,,,,,,,,,,,,,,,,,,10506,,,
,Karten Kniffel,,Board,,,Schmidt,3,5,,,,,8,,,,,,,,,,,,,,,,,,,,,10507,,,
,Das Kollier,,Board,André Frobel,,Schmidt,3,6,,,,,10,,,,,,,,,,,,,,,,,,,,,10508,,,
,Protzen,,Board,Jürgen P.K. Grunau,,Schmidt,2,6,,,,,8,,,,,,,,,,,,,,,,,,,,,10509,,,
,Ligretto,,Board,,,Schmidt,2,12,,,,,8,,,,,,,,,,,,,,,,,,,,,10510,,,
,Newsmaker,,Board,,,Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,10511,,,
,Obalistig,,Board,,,Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,10512,,,
289,Chariot Lords,1999,Board,Charles Vasey,,Clash of Arms Games,3,4,,,,,12,,,,,,,,,,,,,,,,,,,,,10513,,,
,Illegal,,Board,"Michael Palm,Martin Drewes",,Seetroll Comics + Spiele,2,6,,,,,10,,,,,,,,,,,,,,,,,,,,,10514,,,
,India Rails,1999,Board,,,Mayfair,2,6,,,,,12,,,,,,,,,,,,,,,,,,,,,10515,,,
,Sovereign Stone,,"RPG,Source","Lester W. Smith,Larry Elmore,Don Perrin",,Sovereign Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,10516,,,
,Split,,Board,David Hoyt,,Hasbro,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,10517,,,
,San Francisco,,Board,"Thorsten Löpmann,Andreas Wetter",Oliver Freudenreich,Amigo,3,5,,,,,12,,,,,,,,,,,,,,,,,,,,,10518,,,
,Robo Rally 2: Crash & Burn,,Board,Richard Garfield,Franz Vohwinkel,Amigo,4,8,,,,,12,,,,,,,,,,,,,,,,,,,,,10519,,,
,Diskwars: Drachen,,War,"Tom Jolly,Christian T. Petersen",,Amigo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10520,,,
,Diskwars: Ritter von Falladir,,War,"Tom Jolly,Christian T. Petersen",,Amigo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10521,,,
,Diskwars: Orks der zerklüfteten Ebene,,War,"Tom Jolly,Christian T. Petersen",,Amigo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10522,,,
,Diskwars: Uthuk Y'llan,,War,"Tom Jolly,Christian T. Petersen",,Amigo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10523,,,
,Diskwars: Untote von Farrenghast,,War,"Tom Jolly,Christian T. Petersen",,Amigo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10524,,,
,Diskwars: Elfen von Lathari,,War,"Tom Jolly,Christian T. Petersen",,Amigo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10525,,,
,Diskwars: Zwerge des Roten Ambosses,,War,"Tom Jolly,Christian T. Petersen",,Amigo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10526,,,
,Diskwars: Akoluthen von Timorran,,War,"Tom Jolly,Christian T. Petersen",,Amigo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10527,,,
556,Alles für die Katz',,Board,David Parlett,Oliver Freudenreich,Amigo,2,5,,,,,5,,,,,,,,,,,,,,,,,,,,,10528,,,
999,Concerto Grosso,,Board,Hajo Bücken,Oliver Freudenreich,Amigo,3,6,,,,,8,,,,,,,,,,,,,,,,,,,,,10529,,,
,Rage,,Board,,Oliver Freudenreich,Amigo,3,8,,,,,10,,,,,,,,,,,,,,,,,,,,,10530,,,
,Zack!,,Board,Borbaki-Team,,Amigo,3,6,,,,,10,,,,,,,,,,,,,,,,,,,,,10531,,,
,Formel 1 Quiz,,Board,Michael Rüttinger,,noris,2,12,,,,,8,,,,,,,,,,,,,,,,,,,,,10532,,,
,Wissensquiz für Kinder: Natur,,Board,,,noris,2,12,,,,,6,,,,,,,,,,,,,,,,,,,,,10533,,,
,Wissensquiz: Technik,,Board,,,noris,,,,,,,,,,,,,,,,,,,,,,,,,,,,10534,,,
,Wissensquiz: Englisch,,Board,,,noris,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,,,
,Geh auf's Ganze,,Board,,,noris,2,5,,,,,7,,,,,,,,,,,,,,,,,,,,,10536,,,
,Triomino,,Board,,,noris,,,,,,,,,,,,,,,,,,,,,,,,,,,,10537,,,
,Die kleinen Gärtner,,Board,Michael Rüttinger,,noris,2,4,,,,,3,,,,,,,,,,,,,,,,,,,,,10538,,,
1723,Alpha Omega,1979,War,Stephen Peek,,Avalon Hill,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,10539,,,
,Fury in the West,1981,War,Stephen Peek,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10540,,,
4962,1914,1968,War,James F. (Jim) Dunnigan,,Avalon Hill,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10541,,,
,Riffifi,,Board,Stefan Dorra,,Winning Moves,3,5,,,,,10,,,,,,,,,,,,,,,,,,,,,10542,,,
1899,13 Dead End Drive,1995,Board,Michael Gray,,MB,2,4,,,,,9,,,,,,,,,,,,,,,,,,,,,10543,,,
3377,20 Questions,1989,Board,"Scott A. Mednick,A. Robert Moog",,MB,2,6,,,,,12,,,,,,,,,,,,,,,,,,,,,10544,,,
,Noteability,,Board,,,"Spears Games, Mattel UK Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,10545,,,
163,Balderdash,1984,Board,,,MB,2,6,,,,,10,,,,,,,,,,,,,,,,,,,,,10546,,,
,Russell Grant's Zodiac Game,,Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10547,,,
,Heads & Tails,1981,Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10548,,,
,The Game Of Quotations,1987,Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10549,,,
,Give Us A Clue,1986,Board,Paul Lamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10550,,,
,Telling Lies,1987,Board,,,"Paul Lamond Games, Prism Leisure Corp. plc",,,,,,,,,,,,,,,,,,,,,,,,,,,,10551,,,
,PSI,1987,Board,Steve Knight,,Paradigm Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,10552,,,
,ESP,,Board,,,Paradigm Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,10553,,,
,Rogue Trooper,,Board,Richard Halliwell,,Games Workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,10554,,,
1542,Calamity,1983,Board,Andrew Lloyd Webber,,"Games Workshop,Sentry Group of Insurance companies",2,6,,,,,,,,,,,,,,,,,,,,,,,,,,10555,,,
,Diplomacy,1989,Board,Allan B. Calhamer,,Gibsons Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,10556,,,
,Rythmo,1985,Board,,,Quantum,,,,,,,,,,,,,,,,,,,,,,,,,,,,10557,,,
,Exploration,1970,Board,,,Waddingtons Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,10558,,,
,Ulcers,1985,Board,,,Waddingtons Games,2,4,,,,,12,,,,,,,,,,,,,,,,,,,,,10559,,,
,Game Of Dracula,1977,Board,,,Waddingtons Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,10560,,,
,Kimbo (Game Of Fences),1961,Board,,,Waddingtons Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,10561,,,
,Great Downhill Ski Game,1970,Board,,,Waddingtons Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,10562,,,
,Royal Comette,,Board,,,Oxford Game Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,10563,,,
3458,The Celtic Game,1997,Board,,,Oxford Game Co,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10564,,,
,Ludus Romanus,1996,Board,,,Oxford Game Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,10565,,,
3450,The Dickens Game,1997,Board,Mary Danby,,Past Times,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,10566,,,
,Morgenland,,Board,Richard Breese,Doris Matthäus,Hans im Glück,3,5,,,,,10,,,,,,,,,,,,,,,,,,,,,10567,,,
6785,Big Brother,,Board,Dick de Rijk,,Jumbo,4,9,,,,,16,,,,,,,,,,,,,,,,,,,,,10568,,,
9348,Der Alchimist,,Board,Wolfgang Kramer,,Clementoni,2,6,,,,,10,,,,,,,,,,,,,,,,,,,,,10569,,,
1723,Alpha Omega,1977,War,Stephen Peek,,Battleline,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,10570,,,
,Fury in the West,1977,War,Stephen Peek,,Battleline,,,,,,,,,,,,,,,,,,,,,,,,,,,,10571,,,
,Seven Days Battle,1973,War,Stephen Peek,,Battleline,,,,,,,,,,,,,,,,,,,,,,,,,,,,10572,,,
,Shenandoah,1975,War,Stephen Peek,,Battleline,,,,,,,,,,,,,,,,,,,,,,,,,,,,10573,,,
,The Game Inventor's Handbook,1993,Book,Stephen Peek,,F&W Publications,,,,,,,,,,,,,,,,,,,,,,,,,,,,10574,,,
4300,The Barbarians,1981,War,Neal Zimmerer,,Yaquinto,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10575,,,
98,Axis & Allies,1981,War,Lawrence H. Harris,,Nova Game Designs,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,10576,,,
,Duoword,1997,Board,Robert Fraser,,Brainbox Games Pty Ltd,1,4,,,,,10,,,,,,,,,,,,,,,,,,,,,10577,,,
,Sumus Blut,1999,"RPG,Adventure",Lena Falkenhagen,,Fantasy Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,10578,,,
,Netz der Mörder,1999,"RPG,Adventure",Ralf Hlawatsch,,Fantasy Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,10579,,,
,Fang die Tiere,2000,Board,Wolfgang Kramer,,Selecta,2,6,,,,,3,,,,,,,,,,,,,,,,,,,,,10580,,,
,Wellenpuzzle,2000,Board,,,Selecta,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,10581,,,
,Turm-Baumeister,,Board,"Ingo Uhl,H.C. Lange",,Ingo Uhl GmbH,2,2,,,,,6,,,,,,,,,,,,,,,,,,,,,10582,,,
,High Seas,1992,War,"Douglas Setser,Nathan Wagner",,"DRSG, Inc.",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,10583,,,
,Sequence,1982,Board,Cindy Levine,,"Jax, Ltd",,,,,,,,,,,,,,,,,,,,,,,,,,,,10584,,,
,O.M. Radtourspiel,,Board,Jean du Poël,,Historien Spielegalerie,2,6,,,,,8,,,,,,,,,,,,,,,,,,,,,10585,,,
,Stratego Legends: The Shattered Lands,1999,Board,Craig van Ness,,Avalon Hill,2,2,,,,,10,,,,,,,,,,,,,,,,,,,,,10586,,,
,Zicke Zacke Entenkacke,,Board,Klaus Zoch,Doris Matthäus,Zoch,5,6,,,,,4,,,,,,,,,,,,,,,,,,,,,10587,,,
990,90 Grad ... Um die Ecke gedacht,,Board,Gunnar Kuhlencord,,Holzinsel,2,2,,,,,10,,,,,,,,,,,,,,,,,,,,,10588,,,
,Kardinal,,Board,Wolfgang Panning,,Holzinsel,2,4,,,,,10,,,,,,,,,,,,,,,,,,,,,10589,,,
5,Acquire,,Board,Sid Sackson,,Avalon Hill,2,6,,,,,12,,,,,,,,,,,,,,,,,,,,,10590,,,
,Crude,,Board,,,,2,4,,,,,12,,,,,,,,,,,,,,,,,,,,,10591,,,
,Stop!,1977,Board,Alex Randolph,,Spear,2,2,,,,,8,,,,,,,,,,,,,,,,,,,,,10592,,,
,Single,1973,Board,"Tom Werneck,Frank Ullmann",,Wilhelm Heyne Verlag,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,10593,,,
,Abwasch,1991,Board,Philippe des Pallières,,Abalone,2,4,,,,,5,,,,,,,,,,,,,,,,,,,,,10594,,,
,Mattix,1975,Board,Orda Industries Ltd.,,Berliner Spielkarten,2,2,,,,,7,,,,,,,,,,,,,,,,,,,,,10595,,,
2724,Apache,1981,War,S. Craig Taylor,,Yaquinto,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,10596,,,
,Piraten-Pitt,,Board,Wolfgang Kramer,,Haba,2,4,,,,,6,,,,,,,,,,,,,,,,,,,,,10597,,,
4291,Armor,1980,War,James M. Day,,Yaquinto,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,10598,,,
,Glücksferkel,,Board,Heinz Meister,,Haba,2,4,,,,,5,,,,,,,,,,,,,,,,,,,,,10599,,,
2746,Asteroid Pirates,1981,War,Michael Matheny,,Yaquinto,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,10600,,,
,Schwuppdibus,,Board,Reiner Knizia,,Haba,3,4,,,,,5,,,,,,,,,,,,,,,,,,,,,10601,,,
,Fädeline,,Board,Karin Pennther,,Haba,2,4,,,,,4,,,,,,,,,,,,,,,,,,,,,10602,,,
,Kullerkäfer,,Board,Brigitte Pokornik,,Haba,1,2,,,,,2,,,,,,,,,,,,,,,,,,,,,10603,,,
,Gute Nacht,,Board,Susanne Walter,,Haba,1,2,,,,,2,,,,,,,,,,,,,,,,,,,,,10604,,,
,Flinke Flitzer,,Board,Reiner Knizia,,Haba,2,4,,,,,4,,,,,,,,,,,,,,,,,,,,,10605,,,
,Frechdachs,,Board,Reiner Knizia,,Haba,2,4,,,,,4,,,,,,,,,,,,,,,,,,,,,10606,,,
,Molly Maulwurf,,Board,Kai Haferkamp,,Haba,2,4,,,,,4,,,,,,,,,,,,,,,,,,,,,10607,,,
4299,Battle: The Game of Generals,1979,War,S. Craig Taylor,,Yaquinto,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10608,,,
2709,Beastlord,1979,War,Michael Matheny,,Yaquinto,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,10609,,,
7354,Bomber,1982,War,S. Craig Taylor,,Yaquinto,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10610,,,
,Close Assault,1983,War,S. Craig Taylor,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10611,,,
,Fall of South Vietnam,1981,War,Neal Zimmerer,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10612,,,
,Fast Attack Boats,1980,War,Neal Zimmerer,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10613,,,
,French Foreign Legion,1982,War,"E. Teuber,V. Stribling,Larry V. Brom",,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10614,,,
,The Great Redoubt,1979,War,S. Craig Taylor,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10615,,,
,Marine: 2002,1979,War,Kerry Anderson,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10616,,,
,Market Madness,1981,Board,,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10617,,,
,Murfreesboro,1979,War,Richard Berg,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10618,,,
,Neck and Neck,1981,Board,,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10619,,,
,Pickett's Charge,1980,War,S. Craig Taylor,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10620,,,
,The Red Storm,1983,War,J. Hemphill,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10621,,,
,The Roaring 20's,1981,Board,,,Yaquinto,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,10622,,,
,Solitaire Pack,1981,War,S. Craig Taylor,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10623,,,
,The Thin Red Line,1979,War,S. Craig Taylor,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10624,,,
,Ultimatum,1979,War,J. Hemphill,,Yaquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,10625,,,
,Super Giant Monster Showdown,1999,Board,Alex Strang,,Cybergecko,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,10626,,,
,Campaign Book One: Destroy Tokyo Tower,,Board,Alex Strang,,Cybergecko,,,,,,,,,,,,,,,,,,,,,,,,,,,,10627,,,
,Diplomacy,,Board,Allan B. Calhamer,,Avalon Hill,3,7,,,,,12,,,,,,,,,,,,,,,,,,,,,10628,,,
,Say When!,,Board,,,Winning Moves,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10629,,,
,Der Herr der Ringe,,Board,Reiner Knizia,John Howe,Kosmos,2,5,,,,,12,,,,,,,,,,,,,,,,,,,,,10630,,,
,Monopoly - Das Kartenspiel,,Board,Philip Orbanes,,Winning Moves,2,6,,,,,8,,,,,,,,,,,,,,,,,,,,,10631,,,
,Fantasto,2000,Board,Alex Randolph,,Selecta,2,3,,,,,3,,,,,,,,,,,,,,,,,,,,,10632,,,
,Hyano,,Board,"Hajo Bücken,Dirk Hanneforth",,Drei Magier,2,5,,,,,8,,,,,,,,,,,,,,,,,,,,,10633,,,
,Ida Bohatta - Domino,,Board,,,Drei Magier,,,,,,,,,,,,,,,,,,,,,,,,,,,,10634,,,
,Ida Bohatta - Memo,,Board,,,Drei Magier,,,,,,,,,,,,,,,,,,,,,,,,,,,,10635,,,
,Mau Maus,,Board,Johann Rüttinger,,Drei Magier,2,6,,,,,6,,,,,,,,,,,,,,,,,,,,,10636,,,
,Stratego Original,,Board,,,Jumbo,2,2,,,,,8,,,,,,,,,,,,,,,,,,,,,10637,,,
,Rummikub Sesamstrasse,,Board,,,Jumbo,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,10638,,,
,Yummy,,Board,"Leo Colovini,Dario De Toffoli",,Ravensburger,2,5,,,,,6,,,,,,,,,,,,,,,,,,,,,10639,,,
,Battle for Italy,1983,War,Kevin Zucker,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10640,,,
,Battle of the Bulge '64,1964,War,"Thomas N. Shaw,Larry Pinsky",,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10641,,,
5607,Battle of the Bulge,1991,War,S. Craig Taylor,,Avalon Hill,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10642,,,
2422,Bismarck,1962,War,"Charles Roberts,Thomas N. Shaw",,Avalon Hill,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10643,,,
4168,Blitzkrieg,1965,War,"Thomas N. Shaw,Larry Pinsky",,Avalon Hill,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10644,,,
,Caesar's Epic Battle of Alesia,1976,War,Robert Bradley,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10645,,,
1721,Business Strategy,1973,Board,,,Avalon Hill,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,10646,,,
13614,Chancellorsville,1961,War,Charles Roberts,,Avalon Hill,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10647,,,
5778,Chancellorsville,1974,War,Randall C. Reed,,Avalon Hill,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10648,,,
,D-Day,1965,War,Larry Pinsky,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10649,,,
1919,D-Day,1977,War,James Stahler,,Avalon Hill,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10650,,,
5779,D-Day,1991,War,S. Craig Taylor,,Avalon Hill,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10651,,,
5482,Devil's Den,1985,War,"D. Martin,L. Millman",,Avalon Hill,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,10652,,,
,Dilemmas,,War,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10653,,,
,Doomed Battalions,1998,War,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10654,,,
,Drinkers Wild,,Board,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10655,,,
,Executive Decision,1981,Board,Sid Sackson,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10656,,,
,Foreign Exchange,1979,Board,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10657,,,
,Gettysburg,1958,War,Charles Roberts,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10658,,,
,Gettysburg '77,1977,War,Mick Uhl,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10659,,,
,Gettysburg '88,1988,War,S. Craig Taylor,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10660,,,
,Guadalcanal,1992,War,"S. Craig Taylor,Alt",,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10661,,,
,Hundred Days Battles,1983,War,Kevin Zucker,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10662,,,
,Icebergs,,Board,Tom Wham,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10663,,,
,In the Year of the Lord,,Board,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10664,,,
,Intern,1979,Board,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10665,,,
,Journeys of St. Paul,,Board,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10666,,,
,Jutland,1967,War,James F. (Jim) Dunnigan,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10667,,,
,Jutland,1974,War,Randall C. Reed,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10668,,,
,Kampfgruppe Peiper II,1996,War,"Don Greenwood,P. Leonard",,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10669,,,
,Le Mans,1961,Board,Thomas N. Shaw,,Avalon Hill,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,10670,,,
,Legend of Robin Hood,1991,War,Courtney F. Allen,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10671,,,
,Little Round Top,1982,War,L. Millman,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10672,,,
,Luck or Logic,,Board,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10673,,,
,Napoleon,1977,War,Tom Dalgliesh,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10674,,,
,Napoleon's Battles Expansion II,1994,War,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10675,,,
,Oh-Wa-Ree,1976,Board,Alex Randolph,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10676,,,
,On to Richmond,1998,War,Joseph (Joe) M. Balkoski,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10677,,,
,Panzergruppe Guderian,1984,War,James F. (Jim) Dunnigan,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10678,,,
,Panzerkrieg,1983,War,John Prados,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10679,,,
,Pegasus Bridge,1997,War,,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10680,,,
,Smokers Wild,1978,Board,"Tom Dalgliesh,C. Forward,G. Rogers",,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10681,,,
,Stalingrad,1974,War,"Thomas N. Shaw,L. Schutz",,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10682,,,
,Starship Troopers,1997,War,Ben Knight,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10683,,,
,Deluxe Runequest,,"RPG,Rules",,,Avalon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,10684,,,
