bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
,CJ Carella's WitchCraft,1999,,"M. Alexander Jurkat,C. J. Carella",,"Eden Studios, Inc.,Eden Studios",,,,,,,,,,,,,,,,,,,,,,,,,,,CJ_Carella's_WitchCraft,,,Q4020522,CJ_Carella's_WitchCraft
,CORPS,1995,,Greg Porter (game designer),,Blacksburg Tactical Research Center,,,,,,,,,,,,,,,,,,,,,,,,,,,CORPS,,,Q5013482,CORPS
,CTF 2187,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,CTF_2187,,,Q96374233,CTF_2187
,Caballeros de Montevideo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caballeros_de_Montevideo,,,Q5015205,Caballeros_de_Montevideo
,Cabo (game),,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,,Cabo_(game),,,Q3514630,Cabo_(game)
,Cadillacs and Dinosaurs (role-playing game),,,Frank Chadwick,,"Game Designers' Workshop,ゲームデザイナーズ・ワークショップ",,,,,,,,,,,,,,,,,,,,,,,,,,,Cadillacs_and_Dinosaurs_(role-playing_game),,,Q19856515,Cadillacs_and_Dinosaurs_(role-playing_game)
,Cadwallon (role-playing game),2006,,Vincent Kaufmann,,"Rackham,Rackham (entreprise)",,,,,,,,,,,,,,,,,,,,,,,,,,,Cadwallon_(role-playing_game),,,Q2932798,Cadwallon_(role-playing_game)
,Caesar (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caesar_(game),,,Q5016964,Caesar_(game)
,Caesar (video game),,,,,Sierra On-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,Caesar_(video_game),,,Q1025416,Caesar_(video_game)
,Cafeteria Nipponica,,,"Paul Rand,Paula Scher,Oscar Mariné,Peter Buchanan-Smith,Noma Bar,Otl Aicher,Neville Brody,بول راند,Πολ Ραντ (σχεδιαστής γραφικών),폴 랜드,ポール・ランド,Рэнд, Пол,保罗·兰德,ポーラ・シェア,Паула Шер,寶拉·雪兒,Óscar Mariné,Бар, Авиноам Нома,أوتل آيشر,Οτλ Άιχερ,オトル・アイヒャー,Отл Айчер,奥托·艾舍,نيفيل برودي,ネヴィル・ブロディ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafeteria_Nipponica,,,Q5017134,Cafeteria_Nipponica
214,Café International,,,,,"Amigo Spiele,Mattel,Relaxx,Amigo (Spieleverlag),ماتيل,マテル,마텔,美泰兒",2,,,,,,,,,,,,,,,,,,,,,,,,,,Café_International,,,Q1025620,Café_International
,Calabresella,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Calabresella,,,Q3650022,Calabresella
,Calamity (board game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calamity_(board_game),,,Q5018428,Calamity_(board_game)
,Calculation (card game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculation_(card_game),,,Q5018882,Calculation_(card_game)
,Caliban (Arduin dungeon),1979,,"David A. Hargrave,ديفيد أ. هارغريف",,Grimoire Games,,,,,,,,,,,,,,,,,,,,,,,,,,,Caliban_(Arduin_dungeon),,,Q5019812,Caliban_(Arduin_dungeon)
,Calico (board game),2020,,,,Alderac Entertainment Group,1,,,,,,,,,,,,,,,,,,,,,,,,,,Calico_(board_game),,,Q106946550,Calico_(board_game)
,Call-ace whist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Call-ace_whist,,,Q5021472,Call-ace_whist
40270,Call of Cthulhu: The Card Game,,,Eric M. Lang,,Fantasy Flight Games,2,,,,,,14,,,,,,,,,,,,,,,,,,,,Call_of_Cthulhu:_The_Card_Game,,,Q613148,Call_of_Cthulhu:_The_Card_Game
,Call of Cthulhu (role-playing game),,,"Sandy Petersen,ساندي بيترسن,サンディ・ピーターセン,桑迪·皮特森",,"Chaosium,ケイオシアム,混沌元素",,,,,,,,,,,,,,,,,,,,,,,,,,,Call_of_Cthulhu_(role-playing_game),,,Q1027121,Call_of_Cthulhu_(role-playing_game)
,Call of Cthulhu Investigator Sheets,,,,,"Chaosium,ケイオシアム,混沌元素",,,,,,,,,,,,,,,,,,,,,,,,,,,Call_of_Cthulhu_Investigator_Sheets,,,Q104821754,Call_of_Cthulhu_Investigator_Sheets
,Call of Cthulhu Keeper's Screen,,,"Chaosium,ケイオシアム,混沌元素",,"Chaosium,ケイオシアム,混沌元素",,,,,,,,,,,,,,,,,,,,,,,,,,,Call_of_Cthulhu_Keeper's_Screen,,,Q65070180,Call_of_Cthulhu_Keeper's_Screen
260605,Camel Up,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,,Camel_Up,,,Q17622491,Camel_Up
,Camelot (board game),,,George Swinnerton Parker,,"Parker Brothers,Waddingtons,Parker (éditeur),파커 브라더스,パーカー・ブラザーズ",2,,,,,,,,,,,,,,,,,,,,,,,,,,Camelot_(board_game),,,Q5025935,Camelot_(board_game)
,Camp Granada,,,,,"Milton Bradley,ميلتون برادلي,Μίλτον Μπράντλεϊ",2,,,,,,,,,,,,,,,,,,,,,,,,,,Camp_Granada,,,Q5027201,Camp_Granada
,Campaign (role-playing games),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campaign_(role-playing_games),,,Q2608176,Campaign_(role-playing_games)
,Can't Stop (board game),,,"Sid Sackson,シド・サクソン",,,2,,,,,,10,,,,,,,,,,,,,,,,,,,,Can't_Stop_(board_game),,,Q1034057,Can't_Stop_(board_game)
,Canadian Monopoly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canadian_Monopoly,,,Q5030335,Canadian_Monopoly
,Canadian checkers,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Canadian_checkers,,,Q4212091,Canadian_checkers
,Candy Land,,,,,"Hasbro,Milton Bradley Company,هاسبرو,해즈브로,ハズブロ,孩之寶",2,,,,,,3,,,,,,,,,,,,,,,,,,,,Candy_Land,,,Q5032102,Candy_Land
,Canfield (solitaire),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canfield_(solitaire),,,Q5032311,Canfield_(solitaire)
,Cannon shogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannon_shogi,,,Q5032805,Cannon_shogi
,Capablanca chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capablanca_chess,,,Q2415187,Capablanca_chess
,Capablanca random chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capablanca_random_chess,,,Q1034183,Capablanca_random_chess
,"Capes, Cowls & Villains Foul",,,,,Spectrum Games,,,,,,,,,,,,,,,,,,,,,,,,,,,"Capes,_Cowls_&_Villains_Foul",,,Q5035302,"Capes,_Cowls_&_Villains_Foul"
,Capes & Cowls,,,"Robin Spriggs,روبن سبريغز",,,2,,,,,,9,,,,,,,,,,,,,,,,,,,,Capes_&_Cowls,,,Q5035303,Capes_&_Cowls
,Capitalism (video game),,,Trevor Chan,,Interactive Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitalism_(video_game),,,Q5035795,Capitalism_(video_game)
,Capitalism II,,,Trevor Chan,,UbiSoft,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitalism_II,,,Q2658360,Capitalism_II
,Capitol (board game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitol_(board_game),,,Q1034689,Capitol_(board_game)
,Capricieuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capricieuse,,,Q5036246,Capricieuse
,Captive Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captive_Queens,,,,Captive_Queens
,Capture Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture_Go,,,Q1066899,Capture_Go
,Capture the flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture_the_flag,,,Q1035213,Capture_the_flag
,Car Tycoon,,,,,JoWooD Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,Car_Tycoon,,,Q2340381,Car_Tycoon
,Car Wars,1980,,"Steve Jackson (US game designer),ستيف جاكسون,Steve Jackson (Unternehmer, 1953),Steve Jackson (autor de juegos estadounidense),Steve Jackson (auteur de jeux américain),Steve Jackson (1953),スティーブ・ジャクソン (アメリカ合衆国のゲームデザイナー),스티브 잭슨 (미국의 게임 디자이너),Steve Jackson (amerykański projektant gier),Steve Jackson (designer de jogos americano),Steve Jackson (speldesigner),Джексон, Стив (американский геймдизайнер),史蒂夫·傑克遜 (美國)",,"Steve Jackson Games,스티브 잭슨 게임스,スティーブ・ジャクソン・ゲームズ,史蒂夫·傑克遜遊戲",,,,,,,,,,,,,,,,,,,,,,,,,,,Car_Wars,,,Q1035253,Car_Wars
,Car Wars The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car_Wars_The_Card_Game,,,Q5037248,Car_Wars_The_Card_Game
,Carat (board game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carat_(board_game),,,Q5037743,Carat_(board_game)
,Carcassonne (board game),,,Klaus-Jürgen Wrede,,"Hobby World,Rio Grande Games,Z-Man Games,Grow Jogos e Brinquedos,Hans im Glück,Piatnik,Мир хобби,리오 그란데 게임즈,Grow,Hans im Glück Verlag,Hans im Glück (Restaurantkette),Hans im Glück (catena di ristoranti)",2,,,,,,,,,,,,,,,,,,,,,,,,,,Carcassonne_(board_game),,,Q17262,Carcassonne_(board_game)
,Carcassonne (video game),,,,,"Vivendi Games,فيفندي غيمز,비방디 게임스,ヴィヴェンディ・ユニバーサルゲームズ,维旺迪游戏",,,,,,,,,,,,,,,,,,,,,,,,,,,Carcassonne_(video_game),,,Q5038136,Carcassonne_(video_game)
,Card Football Premiere Edition,,,,,,1,,,,,,12,,,,,,,,,,,,,,,,,,,,Card_Football_Premiere_Edition,,,Q85750622,Card_Football_Premiere_Edition
,Card Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Card_Hunter,,,Q16259343,Card_Hunter
,Card counting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Card_counting,,,Q2915272,Card_counting
,Card manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Card_manipulation,,,Q599568,Card_manipulation
,Card marking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Card_marking,,,Q1315174,Card_marking
,Card sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Card_sleeve,,,Q3408188,Card_sleeve
,Cardfight!! Vanguard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardfight!!_Vanguard,,,Q1188003,Cardfight!!_Vanguard
,Cards Against Humanity,,,,,,3,,,,,,17,,,,,,,,,,,,,,,,,,,,Cards_Against_Humanity,,,Q5038791,Cards_Against_Humanity
,Cards in the hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cards_in_the_hat,,,Q5038797,Cards_in_the_hat
,Careers (board game),1955,,"James Cooke Brown,جيمس براون (عالم),Кук, Джеймс Браун,詹姆士·庫克·布朗",,"Pressman Toy Corporation,Parker Brothers,Waddingtons,Parker (éditeur),파커 브라더스,パーカー・ブラザーズ",2,,,,,,,,,,,,,,,,,,,,,,,,,,Careers_(board_game),,,Q5038946,Careers_(board_game)
13301,Caribbean (board game),2004,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Caribbean_(board_game),,,Q5039339,Caribbean_(board_game)
,Caribbean stud poker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caribbean_stud_poker,,,Q1589554,Caribbean_stud_poker
,Carioca (card game),,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Carioca_(card_game),,,Q5039652,Carioca_(card_game)
,Carnelli,,,,,,4,,,,,,12,,,,,,,,,,,,,,,,,,,,Carnelli,,,Q5043995,Carnelli
,Carom billiards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carom_billiards,,,Q917562,Carom_billiards
,Carpet (solitaire),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpet_(solitaire),,,Q5045770,Carpet_(solitaire)
,Carrier (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrier_(game),,,,Carrier_(game)
,Cartagena (board game),,,Leo Colovini,,"Rio Grande Games,Tilsit Editions,리오 그란데 게임즈",2,,,,,,13,,,,,,,,,,,,,,,,,,,,Cartagena_(board_game),,,Q1045757,Cartagena_(board_game)
,Cartographers (board game),,,,,,1,,,,,,10,,,,,,,,,,,,,,,,,,,,Cartographers_(board_game),,,Q99295337,Cartographers_(board_game)
,Cartomancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cartomancy,,,Q1546695,Cartomancy
,Cartoon Action Hour,2002,,,,Spectrum Games,,,,,,,,,,,,,,,,,,,,,,,,,,,Cartoon_Action_Hour,,,Q5047398,Cartoon_Action_Hour
,Cary Collection of Playing Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cary_Collection_of_Playing_Cards,,,Q5047614,Cary_Collection_of_Playing_Cards
,Cascadia (board game),2021,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Cascadia_(board_game),,,Q111340775,Cascadia_(board_game)
,Case Closed,,,,,"Shogakukan,شوغاكوكان,Shōgakukan,小学館,쇼가쿠칸,小學館",,,,,,,,,,,,,,,,,,,,,,,,,,,Case_Closed,,,Q185143,Case_Closed
,"Casino, Inc.",,,,,"Konami,كونامي,コナミグループ,코나미,科樂美",,,,,,,,,,,,,,,,,,,,,,,,,,,"Casino,_Inc.",,,Q5048837,"Casino,_Inc."
,Casino Empire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casino_Empire,,,,Casino_Empire
,Casino Mogul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casino_Mogul,,,Q5048864,Casino_Mogul
,Casino Tycoon (video game),,,,,"Monte Cristo (company),Davilex Games,مونتي كريستو,Monte Cristo,Monte Cristo (Unternehmen),Monte Cristo Multimedia,Monte Cristo (entreprise),Monte Cristo (azienda),Monte Cristo (bedrijf),Monte Cristo (przedsiębiorstwo),Монте-Кристо (Кордова),Monte Cristo (företag),基督山遊戲,Monte Cristo, Argentina,Davilex,다빌렉스 게임즈",,,,,,,,,,,,,,,,,,,,,,,,,,,Casino_Tycoon_(video_game),,,Q5048889,Casino_Tycoon_(video_game)
,Casino hold 'em,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casino_hold_'em,,,Q5048893,Casino_hold_'em
,Casino war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casino_war,,,,Casino_war
,Casket (solitaire),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casket_(solitaire),,,Q17042263,Casket_(solitaire)
,Cassino (card game),,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Cassino_(card_game),,,Q1047595,Cassino_(card_game)
,Castle (card game),,,"Bruno Faidutti,브뤼노 페뒤티,布魯諾·法伊杜蒂",,"Jeux Descartes,Eurogames (game publisher),Descartes Editeur,Descartes Éditeur,Eurogames (Spieleverlag)",2,,,,,,,,,,,,,,,,,,,,,,,,,,Castle_(card_game),,,Q2941350,Castle_(card_game)
,Castle Falkenstein (role-playing game),1994,,"Mike Pondsmith,マイク・ポンスミス,Пондсмит, Майкл",,R.Talsorian Games,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle_Falkenstein_(role-playing_game),,,Q388465,Castle_Falkenstein_(role-playing_game)
,Castle Panic,2009,,,,Fireside Games,1,,,,,,,,,,,,,,,,,,,,,,,,,,Castle_Panic,,,Q25339388,Castle_Panic
,Castle Ravenloft Board Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle_Ravenloft_Board_Game,,,,Castle_Ravenloft_Board_Game
,Castle Risk,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,,Castle_Risk,,,Q3936964,Castle_Risk
,Castle of the Winds,,,,,Epic MegaGames,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle_of_the_Winds,,,Q2524818,Castle_of_the_Winds
,Castles & Crusades,2004,,"Davis Chenault,Jim Ward (game designer),Stephen Chenault",,Troll Lord Games,,,,,,,,,,,,,,,,,,,,,,,,,,,Castles_&_Crusades,,,Q5050586,Castles_&_Crusades
,Cat's Paw (adventure),,,,,TSR (company),,,,,,,,,,,,,,,,,,,,,,,,,,,Cat's_Paw_(adventure),,,Q25203415,Cat's_Paw_(adventure)
,Cat (role-playing game),2005,,"John Wick (game designer),John Wick (auteur),John Wick (projektant gier)",,Wicked Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,Cat_(role-playing_game),,,Q2941564,Cat_(role-playing_game)
,Catan,1995,,"Klaus Teuber,كلاوس توبر,클라우스 토이버,クラウス・トイバー,Тойбер, Клаус (разработчик игр)",,"Kosmos (publisher),Asmodée Éditions,Franckh-Kosmos,Postkarten-Verlagsanstalt Kosmos,Kosmos (entreprise),코스모스 (출판사)",,,,,,,,,,,,,,,,,,,,,,,,,,,Catan,,,Q17271,Catan
,Catan: Cities & Knights,,,"Klaus Teuber,كلاوس توبر,클라우스 토이버,クラウス・トイバー,Тойбер, Клаус (разработчик игр)",,"Capcom,Kosmos (game publisher),Mayfair Games,كابكوم,캡콤,カプコン,卡普空",3,,,,,,,,,,,,,,,,,,,,,,,,,,Catan:_Cities_&_Knights,,,Q3678407,Catan:_Cities_&_Knights
,Catan: Seafarers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catan:_Seafarers,,,Q14345575,Catan:_Seafarers
,Catan (2007 video game),,,,,"Big Huge Games,بيج هيوج جيمز,빅 휴즈 게임스",,,,,,,,,,,,,,,,,,,,,,,,,,,Catan_(2007_video_game),,,Q16266534,Catan_(2007_video_game)
,Catan (2008 video game),,,,,"Game Republic,게임 리퍼블릭,ゲームリパブリック",,,,,,,,,,,,,,,,,,,,,,,,,,,Catan_(2008_video_game),,,Q5051418,Catan_(2008_video_game)
,Catan Card Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catan_Card_Game,,,Q839962,Catan_Card_Game
,Catch (game),,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Catch_(game),,,Q11297145,Catch_(game)
,Catch Phrase (game),,,,,,4,,,,,,12,,,,,,,,,,,,,,,,,,,,Catch_Phrase_(game),,,Q5051670,Catch_Phrase_(game)
30715,Catch the Hare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catch_the_Hare,,,Q5051708,Catch_the_Hare
,Catch the Ten,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Catch_the_Ten,,,Q5051720,Catch_the_Ten
,Caterpillar Construction Tycoon,,,,,Activision Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Caterpillar_Construction_Tycoon,,,Q5051940,Caterpillar_Construction_Tycoon
,Cathedral (board game),,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Cathedral_(board_game),,,Q2941795,Cathedral_(board_game)
,Cavaliers and Roundheads,,,"Gary Gygax,Jeff Perren,ゲイリー・ガイギャックス,Гайгэкс, Гэри,加里·吉盖克斯,Гері Гайгекс",,"TSR, Inc.,Tactical Studies Rules,TSR (entreprise),TSR (ゲーム出版社),TSR (公司)",,,,,,,,,,,,,,,,,,,,,,,,,,,Cavaliers_and_Roundheads,,,Q5054787,Cavaliers_and_Roundheads
,Caverna (board game),2013,,"Uwe Rosenberg,أوفي روزنبرغ,ウヴェ・ローゼンベルク,乌维·罗森伯格",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Caverna_(board_game),,,Q20782113,Caverna_(board_game)
,Caylus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caylus,,,Q358814,Caylus
,Caylus (game),,,,,"Rio Grande Games,리오 그란데 게임즈",2,,,,,,12,,,,,,,,,,,,,,,,,,,,Caylus_(game),,,Q932940,Caylus_(game)
23392,Cee-lo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cee-lo,,,Q1052633,Cee-lo
,Cego,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Cego,,,Q1052690,Cego
,Cemetery Hill (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cemetery_Hill_(game),,,Q5058702,Cemetery_Hill_(game)
,Central America (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central_America_(game),,,Q5060313,Central_America_(game)
,Century: Spice Road,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Century:_Spice_Road,,,Q40205868,Century:_Spice_Road
,Chad (chess variant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chad_(chess_variant),,,Q5066147,Chad_(chess_variant)
,Chainmail (game),1971,,"Gary Gygax,Jeff Perren,ゲイリー・ガイギャックス,Гайгэкс, Гэри,加里·吉盖克斯,Гері Гайгекс",,"TSR, Inc.,Guidon Games,Tactical Studies Rules,TSR (entreprise),TSR (ゲーム出版社),TSR (公司)",2,,,,,,,,,,,,,,,,,,,,,,,,,,Chainmail_(game),,,Q1059132,Chainmail_(game)
,Chainsaw Warrior,,,,,"Games Workshop,게임 워크숍,ゲームズワークショップ",1,,,,,,,,,,,,,,,,,,,,,,,,,,Chainsaw_Warrior,,,Q5068030,Chainsaw_Warrior
,Challenge The Yankees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Challenge_The_Yankees,,,Q5068915,Challenge_The_Yankees
,Championnat International de Jeux Mathématiques et Logiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Championnat_International_de_Jeux_Mathématiques_et_Logiques,,,Q1590995,Championnat_International_de_Jeux_Mathématiques_et_Logiques
,Champions (role-playing game),1981,,"Steve Peterson (game designer),George MacDonald (game designer),Ray Greer",,Hero Games,,,,,,,,,,,,,,,,,,,,,,,,,,,Champions_(role-playing_game),,,Q281056,Champions_(role-playing_game)
,Chancellorsville (game),,,,,,2,,,,,,12,,,,,,,,,,,,,,,,,,,,Chancellorsville_(game),,,Q5070813,Chancellorsville_(game)
,Chandragupta (board game),,,,,GMT Games,2,,,,,,13,,,,,,,,,,,,,,,,,,,,Chandragupta_(board_game),,,Q5071341,Chandragupta_(board_game)
,Changeling: The Dreaming,,,"Sam Chupp,Angel Leigh McCoy,Brian Campbell (game designer),Mark Rein·Hagen,Richard Dansky,إنجل لي مكوي",,"White Wolf Publishing,White Wolf, Inc,White Wolf,화이트 울프 퍼블리싱",,,,,,,,,,,,,,,,,,,,,,,,,,,Changeling:_The_Dreaming,,,Q1061994,Changeling:_The_Dreaming
,Changeling: The Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Changeling:_The_Lost,,,Q2720180,Changeling:_The_Lost
,Chaos Marauders,,,,,"Games Workshop,게임 워크숍,ゲームズワークショップ",2,,,,,,10,,,,,,,,,,,,,,,,,,,,Chaos_Marauders,,,Q5072795,Chaos_Marauders
,Chaotic Trading Card Game,,,,,TC Digital Games,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaotic_Trading_Card_Game,,,Q5072833,Chaotic_Trading_Card_Game
,Chapayev (game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapayev_(game),,,Q350935,Chapayev_(game)
,Charmed board games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charmed_board_games,,,Q5086458,Charmed_board_games
,Charnel Houses of Europe: The Shoah,,,,,"White Wolf Publishing,White Wolf, Inc,White Wolf,화이트 울프 퍼블리싱",,,,,,,,,,,,,,,,,,,,,,,,,,,Charnel_Houses_of_Europe:_The_Shoah,,,Q107292141,Charnel_Houses_of_Europe:_The_Shoah
,Charterstone,2017,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Charterstone,,,Q60768464,Charterstone
,Chaturaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaturaji,,,Q842543,Chaturaji
,Chaturanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaturanga,,,Q206230,Chaturanga
,Chaupar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaupar,,,Q2091142,Chaupar
,Cheapass Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheapass_Games,,,Q2961890,Cheapass_Games
,Cheat (game),,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,,Cheat_(game),,,Q1004599,Cheat_(game)
,Checkers,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,Checkers,,,Q1293,Checkers
,Cherry Ames' Nursing Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cherry_Ames'_Nursing_Game,,,Q5092275,Cherry_Ames'_Nursing_Game
,Cheskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheskers,,,Q1461807,Cheskers
,Chesquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chesquerque,,,Q5093279,Chesquerque
,Chess,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Chess,,,Q718,Chess
,Chess960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess960,,,,Chess960
,Chess 2: The Sequel,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_2:_The_Sequel,,,Q16961413,Chess_2:_The_Sequel
,Chess at the 2006 Asian Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_at_the_2006_Asian_Games,,,Q749972,Chess_at_the_2006_Asian_Games
,Chess at the 2007 Asian Indoor Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_at_the_2007_Asian_Indoor_Games,,,Q2169461,Chess_at_the_2007_Asian_Indoor_Games
,Chess at the 2009 Asian Indoor Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_at_the_2009_Asian_Indoor_Games,,,Q10394224,Chess_at_the_2009_Asian_Indoor_Games
,Chess at the 2010 Asian Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_at_the_2010_Asian_Games,,,Q1047718,Chess_at_the_2010_Asian_Games
,Chess at the 2011 Pan Arab Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_at_the_2011_Pan_Arab_Games,,,Q5093319,Chess_at_the_2011_Pan_Arab_Games
,Chess at the 2011 Summer Universiade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_at_the_2011_Summer_Universiade,,,Q2640276,Chess_at_the_2011_Summer_Universiade
,Chess at the 2013 Bolivarian Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_at_the_2013_Bolivarian_Games,,,Q15268948,Chess_at_the_2013_Bolivarian_Games
,Chess at the 2013 Summer Universiade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_at_the_2013_Summer_Universiade,,,Q13938238,Chess_at_the_2013_Summer_Universiade
,Chess at the All-Africa Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chess_at_the_All-Africa_Games,,,,Chess_at_the_All-Africa_Games
,Chessence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chessence,,,Q5093353,Chessence
,Cheyenne (board game),,,,,Milton Bradley Company,2,,,,,,,,,,,,,,,,,,,,,,,,,,Cheyenne_(board_game),,,Q3667323,Cheyenne_(board_game)
,Chez Geek,,,,,,2,,,,,,18,,,,,,,,,,,,,,,,,,,,Chez_Geek,,,Q1071458,Chez_Geek
,ChiZo Rising,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,ChiZo_Rising,,,Q5095037,ChiZo_Rising
